element_id,dataset,source_website,query_label,osm_type,osm_numeric_id,name,osm_key,osm_value,category,emotion1,emotion2,value1,value2,latitude,longitude,amenity,shop,leisure,landuse,office,railway,tags_json,text_for_vectorisation,tfidf_x,tfidf_y,hash_x,hash_y,tfidf_kmeans_cluster,kmeans_cluster,gmm_cluster
node/12151828181,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,12151828181,Cassiobury Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6605965,-0.41949,,,park,,,,"{""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD18 7LG"", ""addr:street"": ""Central Avenue"", ""leisure"": ""park"", ""name"": ""Cassiobury Park"", ""opening_hours"": ""24/7"", ""operator"": ""Watford borough council"", ""phone"": ""+44 1923 226400"", ""website"": ""https://www.watford.gov.uk/""}","Cassiobury Park parks leisure park {""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD18 7LG"", ""addr:street"": ""Central Avenue"", ""leisure"": ""park"", ""name"": ""Cassiobury Park"", ""opening_hours"": ""24/7"", ""operator"": ""Watford borough council"", ""phone"": ""+44 1923 226400"", ""website"": ""https://www.watford.gov.uk/""}",0.6913726669790724,0.14683493290810548,0.6471154272739896,-0.012851883735807184,0,1,2
node/12151832583,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,12151832583,Meriden Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6792955,-0.3824033,,,park,,,,"{""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD25 9ET"", ""addr:street"": ""Garsmouth Way"", ""leisure"": ""park"", ""name"": ""Meriden Park"", ""opening_hours"": ""24/7"", ""phone"": ""+44 20 3567 6900""}","Meriden Park parks leisure park {""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD25 9ET"", ""addr:street"": ""Garsmouth Way"", ""leisure"": ""park"", ""name"": ""Meriden Park"", ""opening_hours"": ""24/7"", ""phone"": ""+44 20 3567 6900""}",0.6639965274773284,0.13134543933163206,0.6358980019564552,-0.03348004315657366,0,1,2
node/12151854833,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,12151854833,Callowland Recreation Ground,leisure,park,park relaxed,calm,open,0.2,0.1,51.6749362,-0.4057765,,,park,,,,"{""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD24 5HY"", ""addr:street"": ""140 Gammons Lane"", ""leisure"": ""park"", ""name"": ""Callowland Recreation Ground"", ""opening_hours"": ""24/7"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public"", ""phone"": ""+44 20 3567 6900""}","Callowland Recreation Ground parks leisure park {""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD24 5HY"", ""addr:street"": ""140 Gammons Lane"", ""leisure"": ""park"", ""name"": ""Callowland Recreation Ground"", ""opening_hours"": ""24/7"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public"", ""phone"": ""+44 20 3567 6900""}",0.5480028691737877,0.17081618881634605,0.617410945675517,-0.07733316643185091,0,1,2
node/12151896934,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,12151896934,Garston Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6918144,-0.3799805,,,park,,,,"{""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD25 9RL"", ""addr:street"": ""72 Coates Dell"", ""leisure"": ""park"", ""name"": ""Garston Park"", ""opening_hours"": ""24/7"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public"", ""phone"": ""+44 1923 226400""}","Garston Park parks leisure park {""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD25 9RL"", ""addr:street"": ""72 Coates Dell"", ""leisure"": ""park"", ""name"": ""Garston Park"", ""opening_hours"": ""24/7"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public"", ""phone"": ""+44 1923 226400""}",0.6704170345483433,0.10953864589485468,0.6423613049097889,-0.029159076768513446,0,1,2
node/12151958263,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,12151958263,Cheslyn House & Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.6758711,-0.4157621,,,park,,,,"{""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD17 4SL"", ""addr:street"": ""Nascot Wood Road"", ""leisure"": ""park"", ""name"": ""Cheslyn House & Gardens"", ""opening_hours"": ""Mo-Su 09:00-20:00"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public""}","Cheslyn House & Gardens parks leisure park {""addr:city"": ""Watford"", ""addr:country"": ""GB"", ""addr:postcode"": ""WD17 4SL"", ""addr:street"": ""Nascot Wood Road"", ""leisure"": ""park"", ""name"": ""Cheslyn House & Gardens"", ""opening_hours"": ""Mo-Su 09:00-20:00"", ""operator"": ""watford.gov.uk"", ""operator:type"": ""public""}",0.627991758405608,0.20077259524135774,0.6582765397329104,-0.023315514181018033,0,1,2
node/13276415126,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,13276415126,Belmont station park,leisure,park,park relaxed,calm,open,0.2,0.1,51.3451367,-0.1976393,,,park,,,,"{""leisure"": ""park"", ""name"": ""Belmont station park"", ""opening_hours"": ""24/7""}","Belmont station park parks leisure park {""leisure"": ""park"", ""name"": ""Belmont station park"", ""opening_hours"": ""24/7""}",0.6677178416466569,-0.33236944744889313,0.4711779205816659,0.4029449411711584,0,1,2
node/13515968101,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,13515968101,Ealing Beaver Project,leisure,park,park relaxed,calm,open,0.2,0.1,51.5447432,-0.3399898,,,park,,,,"{""leisure"": ""park"", ""name"": ""Ealing Beaver Project""}","Ealing Beaver Project parks leisure park {""leisure"": ""park"", ""name"": ""Ealing Beaver Project""}",0.677028270565737,-0.36292026509383135,0.3695724159150258,0.3582188745999237,0,1,2
node/13526930459,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,13526930459,Church Green,leisure,park,park relaxed,calm,open,0.2,0.1,51.5124098,-0.0205752,,,park,,,,"{""dog"": ""leashed"", ""leisure"": ""park"", ""name"": ""Church Green"", ""opening_hours"": ""Mo-Su 08:00-20:00"", ""operator"": ""Catholic Church"", ""operator:type"": ""religious""}","Church Green parks leisure park {""dog"": ""leashed"", ""leisure"": ""park"", ""name"": ""Church Green"", ""opening_hours"": ""Mo-Su 08:00-20:00"", ""operator"": ""Catholic Church"", ""operator:type"": ""religious""}",0.4654232248068002,-0.10070104832145226,0.4877905789109158,0.298183095485067,0,1,0
node/13760684102,openstreetmap_poi,OpenStreetMap / Overpass API,parks,node,13760684102,Wharf Road Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6413961,-0.0286664,,,park,,,,"{""check_date"": ""2026-04-25"", ""check_date:opening_hours"": ""2026-04-25"", ""leisure"": ""park"", ""name"": ""Wharf Road Park"", ""opening_hours"": ""24/7""}","Wharf Road Park parks leisure park {""check_date"": ""2026-04-25"", ""check_date:opening_hours"": ""2026-04-25"", ""leisure"": ""park"", ""name"": ""Wharf Road Park"", ""opening_hours"": ""24/7""}",0.5592850755401418,-0.19173115283741318,0.43691473208744097,0.19575060067291727,0,1,2
way/2903368,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2903368,St Michael's Green,leisure,park,park relaxed,calm,open,0.2,0.1,51.6625042,-0.0860869,,,park,,,,"{""leisure"": ""park"", ""name"": ""St Michael's Green""}","St Michael's Green parks leisure park {""leisure"": ""park"", ""name"": ""St Michael's Green""}",0.5558393517918365,-0.29124508462569265,0.37908457899000164,0.37074945392815306,0,1,0
way/2903398,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2903398,Bush Hill Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6488011,-0.0681839,,,park,,,,"{""leisure"": ""park"", ""name"": ""Bush Hill Park""}","Bush Hill Park parks leisure park {""leisure"": ""park"", ""name"": ""Bush Hill Park""}",0.5586831194713462,-0.2844508450081907,0.4328880659606527,0.4585587740015532,0,1,0
way/2914274,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2914274,Stephens House & Grounds,leisure,park,park relaxed,calm,open,0.2,0.1,51.5974717,-0.1935745,,,park,,,,"{""leisure"": ""park"", ""name"": ""Stephens House & Grounds"", ""name:alt"": ""Avenue House Grounds"", ""website"": ""http://www.stephenshouseandgardens.com/"", ""wikidata"": ""Q4828201"", ""wikipedia"": ""en:Avenue House Grounds""}","Stephens House & Grounds parks leisure park {""leisure"": ""park"", ""name"": ""Stephens House & Grounds"", ""name:alt"": ""Avenue House Grounds"", ""website"": ""http://www.stephenshouseandgardens.com/"", ""wikidata"": ""Q4828201"", ""wikipedia"": ""en:Avenue House Grounds""}",0.6287158828630811,-0.2565539775046684,0.3802979610472758,0.24597773526175906,0,1,2
way/2926821,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2926821,Oakwood Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.641184,-0.120525,,,park,,,,"{""leisure"": ""park"", ""name"": ""Oakwood Park"", ""opening_hours"": ""sunrise-sunset"", ""wikidata"": ""Q42291400"", ""wikipedia"": ""en:Oakwood Park, Enfield""}","Oakwood Park parks leisure park {""leisure"": ""park"", ""name"": ""Oakwood Park"", ""opening_hours"": ""sunrise-sunset"", ""wikidata"": ""Q42291400"", ""wikipedia"": ""en:Oakwood Park, Enfield""}",0.6711386721223614,-0.31017513894258214,0.4727701718491262,0.38662662377654217,0,1,2
way/2939009,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2939009,Enfield Town Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6492686,-0.0863456,,,park,,,,"{""leisure"": ""park"", ""name"": ""Enfield Town Park"", ""wikidata"": ""Q5377327""}","Enfield Town Park parks leisure park {""leisure"": ""park"", ""name"": ""Enfield Town Park"", ""wikidata"": ""Q5377327""}",0.6806955915080293,-0.3459263598039746,0.5057242656417644,0.45906673230715656,0,1,2
way/2939140,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2939140,Victoria Recreation Ground,leisure,park,park relaxed,calm,open,0.2,0.1,51.6526132,-0.1702798,,,park,,,,"{""leisure"": ""park"", ""name"": ""Victoria Recreation Ground"", ""wikidata"": ""Q7926994"", ""wikipedia"": ""en:Victoria Recreation Ground, New Barnet""}","Victoria Recreation Ground parks leisure park {""leisure"": ""park"", ""name"": ""Victoria Recreation Ground"", ""wikidata"": ""Q7926994"", ""wikipedia"": ""en:Victoria Recreation Ground, New Barnet""}",0.43438983078613913,-0.20340322554223905,0.34693831362801936,0.26567017986405483,0,1,0
way/2953350,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2953350,Sunnyhill Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.595642,-0.2293067,,,park,,,,"{""alt_name"": ""Sunny Hill Park"", ""leisure"": ""park"", ""name"": ""Sunnyhill Park"", ""operator"": ""Barnet Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q4861611"", ""wikidata"": ""Q7640693"", ""wikipedia"": ""en:Sunny Hill Park""}","Sunnyhill Park parks leisure park {""alt_name"": ""Sunny Hill Park"", ""leisure"": ""park"", ""name"": ""Sunnyhill Park"", ""operator"": ""Barnet Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q4861611"", ""wikidata"": ""Q7640693"", ""wikipedia"": ""en:Sunny Hill Park""}",0.5733427884680563,-0.24681336764509437,0.5159758891207216,0.3363716111350406,0,1,2
way/2955990,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2955990,Whetstone Stray,leisure,park,park relaxed,calm,open,0.2,0.1,51.6268492,-0.1826796,,,park,,,,"{""leisure"": ""park"", ""name"": ""Whetstone Stray""}","Whetstone Stray parks leisure park {""leisure"": ""park"", ""name"": ""Whetstone Stray""}",0.677028270565737,-0.36292026509383135,0.38292382039741285,0.42890142576775603,0,1,2
way/2956125,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2956125,School Playing Fields,leisure,park,park relaxed,calm,open,0.2,0.1,51.4344718,-0.0063073,,,park,,,,"{""leisure"": ""park"", ""name"": ""School Playing Fields""}","School Playing Fields parks leisure park {""leisure"": ""park"", ""name"": ""School Playing Fields""}",0.677028270565737,-0.36292026509383135,0.36524136393136647,0.39717351405484524,0,1,2
way/2956783,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,2956783,Lewisham Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.453172,-0.0131711,,,park,,,,"{""leisure"": ""park"", ""name"": ""Lewisham Park""}","Lewisham Park parks leisure park {""leisure"": ""park"", ""name"": ""Lewisham Park""}",0.6729088477374365,-0.3528013764255464,0.47301836995448404,0.4787832380148407,0,1,2
way/3241371,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3241371,Russell Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.5216943,-0.126069,,,park,,,,"{""GBV"": ""Active"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Russell Square"", ""name:ar"": ""ميدان راسل"", ""name:en"": ""Russell Square"", ""wikidata"": ""Q1346906"", ""wikimedia_commons"": ""Category:Russell_Square_Gardens"", ""wikipedia"": ""en:Russell Square""}","Russell Square parks leisure park {""GBV"": ""Active"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Russell Square"", ""name:ar"": ""ميدان راسل"", ""name:en"": ""Russell Square"", ""wikidata"": ""Q1346906"", ""wikimedia_commons"": ""Category:Russell_Square_Gardens"", ""wikipedia"": ""en:Russell Square""}",0.4296163432951893,-0.2087023525457863,0.39554967069191976,0.17148401058891072,0,1,0
way/3241840,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3241840,Tavistock Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.5250414,-0.1290244,,,park,,,,"{""access"": ""permissive"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Tavistock Square"", ""name:etymology:wikidata"": ""Q668262"", ""opening_hours"": ""07:30-sunset"", ""source"": ""Survey of 2014-10-05"", ""wikidata"": ""Q1936696"", ""wikipedia"": ""en:Tavistock Square""}","Tavistock Square parks leisure park {""access"": ""permissive"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Tavistock Square"", ""name:etymology:wikidata"": ""Q668262"", ""opening_hours"": ""07:30-sunset"", ""source"": ""Survey of 2014-10-05"", ""wikidata"": ""Q1936696"", ""wikipedia"": ""en:Tavistock Square""}",0.472100491673224,-0.1573892006054963,0.44415669465929297,0.13401851394267128,0,1,0
way/3385169,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3385169,Glebelands Playing Fields Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4507952,-0.4112163,,,park,,,,"{""dog"": ""leashed"", ""leisure"": ""park"", ""name"": ""Glebelands Playing Fields Park"", ""opening_hours"": ""24/7""}","Glebelands Playing Fields Park parks leisure park {""dog"": ""leashed"", ""leisure"": ""park"", ""name"": ""Glebelands Playing Fields Park"", ""opening_hours"": ""24/7""}",0.6555666708426746,-0.32258738692535677,0.4397631852079767,0.3833606115224633,0,1,2
way/3400436,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3400436,Friary Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6187503,-0.1624713,,,park,,,,"{""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Friary Park"", ""wikidata"": ""Q5503378"", ""wikipedia"": ""en:Friary Park""}","Friary Park parks leisure park {""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Friary Park"", ""wikidata"": ""Q5503378"", ""wikipedia"": ""en:Friary Park""}",0.660595948937184,-0.31590146446279294,0.4814215096835961,0.3476215428209534,0,1,2
way/3401837,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3401837,Hatherop Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4208537,-0.3848662,,,park,,,,"{""barbecue"": ""no"", ""fire"": ""no"", ""leisure"": ""park"", ""litter"": ""no"", ""moped"": ""no"", ""name"": ""Hatherop Park""}","Hatherop Park parks leisure park {""barbecue"": ""no"", ""fire"": ""no"", ""leisure"": ""park"", ""litter"": ""no"", ""moped"": ""no"", ""name"": ""Hatherop Park""}",0.6610571619650025,-0.3435720129276978,0.48646942576968416,0.4045429614613541,0,1,2
way/3430579,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3430579,Carlisle Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4209742,-0.3676262,,,park,,,,"{""leisure"": ""park"", ""name"": ""Carlisle Park"", ""wikidata"": ""Q5041398"", ""wikipedia"": ""en:Carlisle Park""}","Carlisle Park parks leisure park {""leisure"": ""park"", ""name"": ""Carlisle Park"", ""wikidata"": ""Q5041398"", ""wikipedia"": ""en:Carlisle Park""}",0.6730564604583268,-0.3254131378346818,0.5131458702318916,0.3568553882915357,0,1,2
way/3541791,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3541791,Hampton Court Green,leisure,park,park relaxed,calm,open,0.2,0.1,51.4069678,-0.3432559,,,park,,,,"{""designation"": ""open_space"", ""leisure"": ""park"", ""name"": ""Hampton Court Green"", ""note"": ""Royal property operated by Historic Royal Palaces"", ""source:designation"": ""http://www2.richmond.gov.uk/PlanData2/Planning_CASENO_Noindex.aspx?strCASENO=17/1404/ES191""}","Hampton Court Green parks leisure park {""designation"": ""open_space"", ""leisure"": ""park"", ""name"": ""Hampton Court Green"", ""note"": ""Royal property operated by Historic Royal Palaces"", ""source:designation"": ""http://www2.richmond.gov.uk/PlanData2/Planning_CASENO_Noindex.aspx?strCASENO=17/1404/ES191""}",0.5153629102229587,-0.22241632613660592,0.5169879864909841,0.23497116788345362,0,1,2
way/3664747,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3664747,Durants Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6535011,-0.0418347,,,park,,,,"{""leisure"": ""park"", ""name"": ""Durants Park"", ""operator"": ""Enfield Council""}","Durants Park parks leisure park {""leisure"": ""park"", ""name"": ""Durants Park"", ""operator"": ""Enfield Council""}",0.6762424115153841,-0.34424695841894914,0.5247114321313472,0.5455866266850636,0,1,2
way/3690598,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3690598,The Pleasance,leisure,park,park relaxed,calm,open,0.2,0.1,51.4614513,-0.236126,,,park,,,,"{""leisure"": ""park"", ""name"": ""The Pleasance""}","The Pleasance parks leisure park {""leisure"": ""park"", ""name"": ""The Pleasance""}",0.677028270565737,-0.36292026509383135,0.43270761308177164,0.5155524200526629,0,1,2
way/3725292,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3725292,Oakmere Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6959141,-0.173661,,,park,,,,"{""leisure"": ""park"", ""name"": ""Oakmere Park"", ""wikimedia_commons"": ""Category:Oakmere Park""}","Oakmere Park parks leisure park {""leisure"": ""park"", ""name"": ""Oakmere Park"", ""wikimedia_commons"": ""Category:Oakmere Park""}",0.6602025711599976,-0.3436728832485506,0.4367670663870883,0.4094750737650269,0,1,2
way/3872808,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3872808,Broomfield Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6186112,-0.1175749,,,park,,,,"{""leisure"": ""park"", ""name"": ""Broomfield Park"", ""wikidata"": ""Q15205137""}","Broomfield Park parks leisure park {""leisure"": ""park"", ""name"": ""Broomfield Park"", ""wikidata"": ""Q15205137""}",0.6806955915080293,-0.3459263598039746,0.45915646254174736,0.4915557060713309,0,1,2
