element_id,dataset,source_website,query_label,osm_type,osm_numeric_id,name,osm_key,osm_value,category,emotion1,emotion2,value1,value2,latitude,longitude,amenity,shop,leisure,landuse,office,railway,tags_json
way/3725292,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3725292,Oakmere Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.6959141,-0.173661,,,park,,,,"{""leisure"": ""park"", ""name"": ""Oakmere Park"", ""wikimedia_commons"": ""Category:Oakmere Park""}"
way/3872808,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3872808,Broomfield Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.6186112,-0.1175749,,,park,,,,"{""leisure"": ""park"", ""name"": ""Broomfield Park"", ""wikidata"": ""Q15205137""}"
way/3986346,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3986346,Kensington Gardens,leisure,park,park relaxed,calm,open,0.20,0.10,51.5066483,-0.1802014,,,park,,,,"{""access"": ""yes"", ""heritage"": ""2"", ""heritage:operator"": ""Historic England"", ""heritage:operator:wikidata"": ""Q19604421"", ""heritage:website"": ""https://historicengland.org.uk/listing/the-list/list-entry/1000340"", ""historic"": ""park"", ""leisure"": ""park"", ""listed_status"": ""Grade I"", ""name"": ""Kensington Gardens"", ""name:ar"": ""حدائق كنسينغتون"", ""name:ru"": ""Кенсингтонские сады"", ""name:uk"": ""Кенсінгтонські сади"", ""operator"": ""The Royal Parks"", ""operator:type"": ""public"", ""operator:wikidata"": ""Q7761716"", ""ref:GB:nhle"": ""1000340"", ""website"": ""https://www.royalparks.org.uk/visit/parks/kensington-gardens"", ""wikidata"": ""Q822607"", ""wikipedia"": ""en:Kensington Gardens""}"
way/3988895,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3988895,Grove Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5890338,-0.2302829,,,park,,,,"{""leisure"": ""park"", ""name"": ""Grove Park""}"
way/3991615,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,3991615,Hampton Court Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.4014125,-0.3238841,,,park,,,,"{""alt_name"": ""Home Park"", ""heritage"": ""2"", ""heritage:operator"": ""Historic England"", ""leisure"": ""park"", ""listed_status"": ""Grade I"", ""name"": ""Hampton Court Park"", ""note"": ""scrubland, deer park"", ""ref:GB:nhle"": ""1000108"", ""wikidata"": ""Q2909007"", ""wikipedia"": ""en:Hampton Court Park""}"
way/4001101,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4001101,Big Wood,leisure,park,park relaxed,calm,open,0.20,0.10,51.5833997,-0.1887685,,,park,forest,,,"{""landuse"": ""forest"", ""leaf_cycle"": ""deciduous"", ""leisure"": ""park"", ""name"": ""Big Wood"", ""wikidata"": ""Q4906692""}"
way/4001293,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4001293,St Pancras and Islington Cemetery,leisure,park,park relaxed,calm,open,0.20,0.10,51.60081,-0.1638564,,,park,cemetery,,,"{""landuse"": ""cemetery"", ""leisure"": ""park"", ""name"": ""St Pancras and Islington Cemetery"", ""opening_hours"": ""Mo-Su 09:00-17:00"", ""website"": ""https://iccslondon.co.uk/the-sites/islington-and-st-pancras-cemetery/"", ""wikidata"": ""Q7595047"", ""wikipedia"": ""en:St Pancras and Islington Cemetery""}"
way/4006015,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4006015,Old Deer Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.4671036,-0.3067639,,,park,,,,"{""leisure"": ""park"", ""name"": ""Old Deer Park"", ""wikidata"": ""Q7083838"", ""wikipedia"": ""en:Old Deer Park""}"
way/4013452,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4013452,Arrandene Open Space,leisure,park,park relaxed,calm,open,0.20,0.10,51.6135884,-0.2307682,,,park,,,,"{""leisure"": ""park"", ""name"": ""Arrandene Open Space"", ""source"": ""npe,landsat""}"
way/4020542,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4020542,Fortune Green,leisure,park,park relaxed,calm,open,0.20,0.10,51.5546644,-0.1977086,,,park,,,,"{""leisure"": ""park"", ""name"": ""Fortune Green"", ""wikidata"": ""Q149847""}"
way/4020620,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4020620,Grove Farm local nature reserve,leisure,park,park relaxed,calm,open,0.20,0.10,51.5564354,-0.3404459,,,park,,,,"{""addr:city"": ""Greenford"", ""addr:housename"": ""Grove Farm"", ""addr:postcode"": ""UB6 0HX"", ""addr:street"": ""Whittone avenue west"", ""leisure"": ""park"", ""name"": ""Grove Farm local nature reserve"", ""opening_hours"": ""24/7"", ""operator"": ""ealing Council"", ""operator:type"": ""public""}"
way/4040566,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4040566,Hendon Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5811287,-0.2216207,,,park,,,,"{""leisure"": ""park"", ""name"": ""Hendon Park"", ""ref:GB:uprn"": ""200151568"", ""source"": ""npe"", ""wikidata"": ""Q5713573"", ""wikipedia"": ""en:Hendon Park""}"
way/4040975,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4040975,Wood End East Recreation Ground,leisure,park,park relaxed,calm,open,0.20,0.10,51.5570285,-0.3517082,,,park,,,,"{""leisure"": ""park"", ""name"": ""Wood End East Recreation Ground""}"
way/4045176,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4045176,Gladstone Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5578225,-0.2352947,,,park,,,,"{""leisure"": ""park"", ""name"": ""Gladstone Park"", ""wikidata"": ""Q5566342"", ""wikipedia"": ""en:Gladstone Park, London""}"
way/4045840,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4045840,Bellingham Green,leisure,park,park relaxed,calm,open,0.20,0.10,51.4310938,-0.0244742,,,park,,,,"{""leisure"": ""park"", ""name"": ""Bellingham Green""}"
way/4045842,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4045842,Mountsfield Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.4474451,-0.0093265,,,park,,,,"{""leisure"": ""park"", ""name"": ""Mountsfield Park"", ""operator"": ""London Borough of Lewisham"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q6537320"", ""start_date"": ""1905"", ""wikidata"": ""Q15260097"", ""wikipedia"": ""en:Mountsfield Park""}"
way/4049350,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4049350,Lammas Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5039608,-0.3120585,,,park,,,,"{""leisure"": ""park"", ""name"": ""Lammas Park"", ""note"": ""incomplete; slightly inaccurate, needs work"", ""source"": ""johndrinkwater GPS data"", ""wikidata"": ""Q97189986""}"
way/4070914,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4070914,Morven Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.702075,-0.172285,,,park,,,,"{""leisure"": ""park"", ""name"": ""Morven Park"", ""operator"": ""National Trust"", ""operator:type"": ""charitable"", ""operator:wikidata"": ""Q333515"", ""surface"": ""grass"", ""website"": ""https://www.nationaltrust.org.uk/morven-park""}"
way/4072806,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4072806,Queens Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5361349,-0.2107364,,,park,,,,"{""leisure"": ""park"", ""name"": ""Queens Park"", ""operator"": ""Corporation of London"", ""website"": ""https://www.cityoflondon.gov.uk/things-to-do/green-spaces/queens-park""}"
way/4075108,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4075108,Lincoln's Inn,leisure,park,park relaxed,calm,open,0.20,0.10,51.5170075,-0.1144526,,,park,,,,"{""leisure"": ""park"", ""name"": ""Lincoln's Inn"", ""wikidata"": ""Q69482"", ""wikipedia"": ""en:Lincoln's Inn""}"
way/4076730,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4076730,Bethune Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.6195384,-0.1544638,,,park,,,,"{""leisure"": ""park"", ""name"": ""Bethune Park"", ""wikidata"": ""Q16987717""}"
way/4078566,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4078566,Craig Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.6155473,-0.057401,,,park,,,,"{""leisure"": ""park"", ""name"": ""Craig Park""}"
way/4078567,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4078567,Pymmes Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.6176383,-0.0697096,,,park,,,,"{""leisure"": ""park"", ""name"": ""Pymmes Park"", ""wikidata"": ""Q7263115""}"
way/4081049,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4081049,Grosvenor Square,leisure,park,park relaxed,calm,open,0.20,0.10,51.5115067,-0.1513923,,,park,,,,"{""access"": ""yes"", ""check_date"": ""2025-10-12"", ""leisure"": ""park"", ""name"": ""Grosvenor Square"", ""note"": ""closed until summer 2026"", ""opening_hours"": ""24/7 closed"", ""operator"": ""The Royal Parks"", ""operator:type"": ""public"", ""operator:wikidata"": ""Q7761716"", ""wikidata"": ""Q932992"", ""wikipedia"": ""en:Grosvenor Square"", ""wikipedia:es"": ""Plaza_Grosvenor""}"
way/4082589,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4082589,Leicester Square,leisure,park,park relaxed,calm,open,0.20,0.10,51.5104369,-0.1301305,,,park,,,,"{""leisure"": ""park"", ""name"": ""Leicester Square"", ""name:etymology:wikidata"": ""Q26898080"", ""tourism"": ""attraction"", ""wheelchair"": ""yes"", ""wikidata"": ""Q848912"", ""wikipedia"": ""en:Leicester Square""}"
way/4082666,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4082666,Primrose Hill,leisure,park,park relaxed,calm,open,0.20,0.10,51.5390612,-0.1616396,,,park,,,,"{""access"": ""yes"", ""leisure"": ""park"", ""name"": ""Primrose Hill"", ""operator"": ""The Royal Parks"", ""operator:wikidata"": ""Q7761716"", ""wikidata"": ""Q149942"", ""wikipedia"": ""en:Primrose Hill""}"
way/4085758,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4085758,Stanley Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.3564904,-0.1633537,,,park,,,,"{""leisure"": ""park"", ""name"": ""Stanley Park""}"
way/4086227,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4086227,Elmgrove Recreation Ground,leisure,park,park relaxed,calm,open,0.20,0.10,51.3838349,-0.4133411,,,park,recreation_ground,,,"{""landuse"": ""recreation_ground"", ""leisure"": ""park"", ""name"": ""Elmgrove Recreation Ground""}"
way/4089030,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4089030,Hampstead Cemetery,leisure,park,park relaxed,calm,open,0.20,0.10,51.5557913,-0.2002153,,,park,cemetery,,,"{""addr:city"": ""London"", ""addr:postcode"": ""NW6 1DR"", ""addr:street"": ""Fortune Green Road"", ""landuse"": ""cemetery"", ""leisure"": ""park"", ""name"": ""Hampstead Cemetery"", ""website"": ""https://iccslondon.co.uk/the-sites/hampstead-cemetery/"", ""wikidata"": ""Q5646110""}"
way/4090241,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4090241,Church Fields,leisure,park,park relaxed,calm,open,0.20,0.10,51.5743807,-0.3413452,,,park,,,,"{""leisure"": ""park"", ""name"": ""Church Fields""}"
way/4097473,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4097473,Fairland Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.585126,-0.1065121,,,park,,,,"{""leisure"": ""park"", ""name"": ""Fairland Park""}"
way/4097476,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4097476,Finsbury Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.5702554,-0.1010473,,,park,,,,"{""heritage"": ""2"", ""heritage:operator"": ""Historic England"", ""heritage:website"": ""https://historicengland.org.uk/listing/the-list/list-entry/1000804"", ""historic"": ""yes"", ""inscription_date"": ""1987-10-01"", ""leisure"": ""park"", ""listed_status"": ""Grade II"", ""name"": ""Finsbury Park"", ""operator"": ""London Borough of Haringey"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q5657624"", ""ref:GB:nhle"": ""1000804"", ""website"": ""https://www.haringey.gov.uk/libraries-sport-and-leisure/parks-and-open-spaces/z-parks-and-open-spaces/finsbury-park"", ""wikidata"": ""Q1453189"", ""wikipedia"": ""en:Finsbury Park""}"
way/4111166,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4111166,Wimbledon Park,leisure,park,park relaxed,calm,open,0.20,0.10,51.4382637,-0.2057571,,,park,,,,"{""leisure"": ""park"", ""name"": ""Wimbledon Park"", ""website"": ""https://www.merton.gov.uk/environment/openspaces/parks/parks_in_the_wimbledon_area/wimbledon-park.htm"", ""wikidata"": ""Q2920346"", ""wikipedia"": ""en:Wimbledon Park""}"
way/4116247,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4116247,Monken Hadley Common,leisure,park,park relaxed,calm,open,0.20,0.10,51.661208,-0.1908128,,,park,,,,"{""leisure"": ""park"", ""name"": ""Monken Hadley Common"", ""wikidata"": ""Q6900683""}"
way/4133074,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4133074,Aldersbrook Avenue Recreation Ground,leisure,park,park relaxed,calm,open,0.20,0.10,51.6587027,-0.0750533,,,park,,,,"{""leisure"": ""park"", ""name"": ""Aldersbrook Avenue Recreation Ground""}"
